MEASURE,,,US Dollars at current prices and current exchange rates in millions,,,,,,,,,,Percentage of total trade in goods and services,,,,,,,,
FLOW,,,Exports,,,,Imports,,,Balance,,,Exports,,,Imports,,,Balance,,
SERIES,,,Total trade in services ,Total trade in goods and services,Total trade in goods and services (US$),Total trade in goods,Total trade in services ,Total trade in goods and services,Total trade in goods,Total trade in services ,Total trade in goods and services,Total trade in goods,Total trade in services ,Total trade in goods and services,Total trade in goods,Total trade in services ,Total trade in goods and services,Total trade in goods,Total trade in services ,Total trade in goods and services,Total trade in goods
YEAR,ECONOMY,Lookup,,,,,,,,,,,,,,,,,,,
2006,Burkina Faso,2006_Burkina Faso,63.885,671.032,671032000.0,607.147,360.101,1453.871,1093.77,-296.216,-782.839,-486.623,9.520410353,100.0,90.479589647,24.7684285607,100.0,75.2315714393,..,..,..
2006, Cameroon,2006_ Cameroon,1016.53,4865.17,4865170000.0,3848.64,1474.94,4653.45,3178.51,-458.41,211.72,670.13,20.894028369,100.0,79.105971631,31.6956236771,100.0,68.3043763229,..,..,..
2006,Central African Republic,2006_Central African Republic,51.63609937,209.22182485,209221824.85,157.58572548,120.29298705,322.82124347,202.52825642,-68.65688768,-113.59941862,-44.94253094,24.6800731267,100.0,75.3199268733,37.2630331749,100.0,62.7369668251,..,..,..
2006, Chad,2006_ Chad,156.43825661,3531.71795214,3531717952.14,3375.27969553,2157.81521926,3586.98770295,1429.17248369,-2001.37696265,-55.26975081,1946.10721184,4.4295229327,100.0,95.5704770673,60.1567498401,100.0,39.8432501599,..,..,..
2006,Republic of the Congo,2006_Republic of the Congo,266.021,6331.731,6331731000.0,6065.71,2425.94,4429.42,2003.48,-2159.919,1902.311,4062.23,4.2013945318,100.0,95.7986054682,54.7687959146,100.0,45.2312040854,..,..,..
2006,Democratic Republic of Congo,2006_Democratic Republic of Congo,383.29369885,3088.00588334,3088005883.3399997,2704.71218449,903.92069868,3795.47436546,2891.55366678,-520.62699983,-707.46848212,-186.84148229,12.4123370657,100.0,87.5876629343,23.815750329,100.0,76.184249671,..,..,..
2006, Equatorial Guinea,2006_ Equatorial Guinea,41.11763468,8276.50174988,8276501749.880001,8235.3841152,858.88045286,2879.38189675,2020.50144389,-817.76281818,5397.11985313,6214.88267131,0.4967996857,100.0,99.5032003143,29.8286397449,100.0,70.1713602551,..,..,..
2006, Gabon,2006_ Gabon,-,..,..,6056.14947694,-,-,1560.55766987,-,-,4495.59180707,-,-,97.6201485867,-,-,55.8789289873,..,..,..
2006,Ghana,2006_Ghana,1382.84,5109.51,5109510000.0,3726.67,1532.82,8286.49,6753.67,-149.98,-3176.98,-3027.0,27.0640433231,100.0,72.9359566769,18.4978199455,100.0,81.5021800545,..,..,..
2006,Guatemala,2006_Guatemala,1518.9,7601.0,7601000000.0,6082.1,1778.4,12712.8,10934.4,-259.5,-5111.8,-4852.3,19.9828969872,100.0,80.0171030128,13.9890504059,100.0,86.0109495941,..,..,..
2006, Guinea,2006_ Guinea,63.51,1096.09,1096090000.0,1032.58,299.97,1256.01,956.04,-236.46,-159.92,76.54,5.7942322255,100.0,94.2057677745,23.882771634,100.0,76.117228366,..,..,..
2006,Indonesia,2006_Indonesia,11520.0,115048.0,115048000000.0,103528.0,21393.9,95261.7,73867.8,-9873.9,19786.3,29660.2,10.0132118768,100.0,89.9867881232,22.4580287776,100.0,77.5419712224,..,..,..
2006,Iraq,2006_Iraq,357.1,30886.5,30886500000.0,30529.4,5490.0,24197.5,18707.5,-5132.9,6689.0,11821.9,1.1561685526,100.0,98.8438314474,22.6882942453,100.0,77.3117057547,..,..,..
2006,Kazakhstan,2006_Kazakhstan,2818.75,41580.85,41580850000.0,38762.1,8760.39,32880.79,24120.4,-5941.64,8700.06,14641.7,6.77896195,100.0,93.22103805,26.6428817556,100.0,73.3571182444,..,..,..
2006,Kyrgyzstan,2006_Kyrgyzstan,378.725,1284.72,1284720000.0,905.995,459.69,2252.14,1792.45,-80.965,-967.42,-886.455,29.4791861262,100.0,70.5208138738,20.4112532969,100.0,79.5887467031,..,..,..
2006,Liberia,2006_Liberia,336.497,491.133,491133000.0,154.636,1274.65,1715.741,441.091,-938.153,-1224.608,-286.455,68.5144349901,100.0,31.4855650099,74.2915160272,100.0,25.7084839728,..,..,..
2006,Madagascar,2006_Madagascar,665.98,1633.61647996,1633616479.96,967.63647996,786.46,2319.34801653,1532.88801653,-120.48,-685.73153657,-565.25153657,40.76721851,100.0,59.23278149,33.9086671942,100.0,66.0913328058,..,..,..
2006,Mali,2006_Mali,313.341,1863.711,1863711000.0,1550.37,674.532,2149.932,1475.4,-361.191,-286.221,74.97,16.8127461822,100.0,83.1872538178,31.3745737074,100.0,68.6254262926,..,..,..
2006,Mauritania,2006_Mauritania,86.7014147,1453.30230822,1453302308.22,1366.60089352,406.3,1573.29925539,1166.99925539,-319.5985853,-119.99694717,199.60163813,5.9658210277,100.0,94.0341789723,25.8247118981,100.0,74.1752881019,..,..,..
2006,Mongolia,2006_Mongolia,485.75,2030.95,2030950000.0,1545.2,523.24,1879.93,1356.69,-37.49,151.02,188.51,23.9173785667,100.0,76.0826214333,27.8329512269,100.0,72.1670487731,..,..,..
2006,Mozambique,2006_Mozambique,386.324,2767.454,2767454000.0,2381.13,758.109,3406.949,2648.84,-371.785,-639.495,-267.71,13.9595454884,100.0,86.0404545116,22.2518446857,100.0,77.7481553143,..,..,..
2006,Niger,2006_Niger,90.556,598.517,598517000.0,507.961,328.526,1076.821,748.295,-237.97,-478.304,-240.334,15.1300631394,100.0,84.8699368606,30.50887752,100.0,69.49112248,..,..,..
2006,Nigeria,2006_Nigeria,2298.66,59233.56,59233560000.0,56934.9,13923.9,35911.9,21988.0,-11625.24,23321.66,34946.9,3.8806717003,100.0,96.1193282997,38.7723846413,100.0,61.2276153587,..,..,..
2006,Norway,2006_Norway,33278.343347,155888.624621,155888624621.0,122610.281274,31870.807031,95492.23752,63621.430489,1407.536316,60396.387101,58988.850785,21.3475123204,100.0,78.6524876796,33.3752856344,100.0,66.6247143656,..,..,..
2006,Peru,2006_Peru,2660.08,26490.18,26490180000.0,23830.1,3397.28,18241.38,14844.1,-737.2,8248.8,8986.0,10.0417588706,100.0,89.9582411294,18.6240295416,100.0,81.3759704584,..,..,..
2006,Sierra Leone,2006_Sierra Leone,42.512,304.39,304390000.0,261.878,85.868,437.054,351.186,-43.356,-132.664,-89.308,13.9662932422,100.0,86.0337067578,19.6470001419,100.0,80.3529998581,..,..,..
2006,Timor-Leste,2006_Timor-Leste,34.09,43.343,43343000.0,9.253,232.121,332.726,100.605,-198.031,-289.383,-91.352,78.6516853933,100.0,21.3483146067,69.7634089311,100.0,30.2365910689,..,..,..
2006,Togo,2006_Togo,200.721,831.074,831074000.0,630.353,264.149,1213.215,949.066,-63.428,-382.141,-318.713,24.1520009049,100.0,75.8479990951,21.7726454091,100.0,78.2273545909,..,..,..
2006,Trinidad and Tobago,2006_Trinidad and Tobago,813.7,14899.2,14899200000.0,14085.5,362.8,6873.4,6510.6,450.9,8025.8,7574.9,5.4613670533,100.0,94.5386329467,5.278319318,100.0,94.721680682,..,..,..
2006,Tanzania,2006_Tanzania,1528.06,3445.68,3445680000.0,1917.62,1249.34,5113.45,3864.11,278.72,-1667.77,-1946.49,44.3471245153,100.0,55.6528754847,24.4324282041,100.0,75.5675717959,..,..,..
2006,Yemen,2006_Yemen,-,..,..,7316.38,1855.02,7781.13,5926.11,-,-,1390.27,-,-,94.8186797094,23.8399821106,100.0,76.1600178894,..,..,..
2006,Zambia,2006_Zambia,229.0,4172.6,4172600000.0000005,3943.6,588.4,3224.2,2635.8,-359.4,948.4,1307.8,5.4881848248,100.0,94.5118151752,18.2494882451,100.0,81.7505117549,..,..,..
2007,Afghanistan,2007_Afghanistan,-,..,..,1835.0,-,-,7837.0,-,-,-6002.0,-,-,94.5116298234,-,-,98.90856038,..,..,..
2007,Albania,2007_Albania,1945.89,3024.61,3024610000.0,1078.72,1926.04,5904.36,3978.32,19.85,-2879.75,-2899.6,64.335236609,100.0,35.664763391,32.6206396629,100.0,67.3793603371,..,..,..
2007,Azerbaijan,2007_Azerbaijan,1247.54,22516.84,22516840000.0,21269.3,3378.58,9423.6,6045.02,-2131.04,13093.24,15224.28,5.5404754841,100.0,94.4595245159,35.8523281973,100.0,64.1476718027,..,..,..
2007,Burkina Faso,2007_Burkina Faso,91.398,748.059,748059000.0,656.661,454.338,1708.958,1254.62,-362.94,-960.899,-597.959,12.2180202364,100.0,87.7819797636,26.5856738434,100.0,73.4143261566,..,..,..
2007, Cameroon,2007_ Cameroon,1369.97,6326.02,6326020000.0,4956.05,1764.3,5985.58,4221.28,-394.33,340.44,734.77,21.656112374,100.0,78.343887626,29.4758402694,100.0,70.5241597306,..,..,..
2007,Central African Republic,2007_Central African Republic,61.3436769,239.53245267,239532452.67,178.18877577,147.93424124,396.85603222,248.92179098,-86.59056434,-157.32357955,-70.73301521,25.6097560962,100.0,74.3902439038,37.2765509982,100.0,62.7234490018,..,..,..
2007, Chad,2007_ Chad,217.20669272,3844.41240477,3844412404.77,3627.20571205,1729.51611523,3475.09843155,1745.58231632,-1512.30942251,369.31397322,1881.62339573,5.6499321574,100.0,94.3500678426,49.7688381868,100.0,50.2311618132,..,..,..
2007,Republic of the Congo,2007_Republic of the Congo,319.446,6127.486,6127486000.0,5808.04,3527.68,6385.8,2858.12,-3208.234,-258.314,2949.92,5.2133289248,100.0,94.7866710752,55.242569451,100.0,44.757430549,..,..,..
2007,Democratic Republic of Congo,2007_Democratic Republic of Congo,338.72037864,6486.62216043,6486622160.43,6147.90178179,1615.78216781,6872.97241581,5257.190248,-1277.06178917,-386.35025538,890.71153379,5.2218299488,100.0,94.7781700512,23.5092194477,100.0,76.4907805523,..,..,..
2007, Equatorial Guinea,2007_ Equatorial Guinea,47.36399543,10399.83975528,10399839755.28,10352.47575985,1146.33388069,3913.68485624,2767.35097555,-1098.96988526,6486.15489904,7585.1247843,0.4554300503,100.0,99.5445699497,29.2903982512,100.0,70.7096017488,..,..,..
2007, Gabon,2007_ Gabon,-,..,..,7079.56107973,-,-,1704.26922779,-,-,5375.29185194,-,-,97.6880776207,-,-,53.9391137819,..,..,..
2007,Ghana,2007_Ghana,1831.87,6004.01,6004010000.0,4172.14,1998.59,10064.7,8066.11,-166.72,-4060.69,-3893.97,30.5107752985,100.0,69.4892247015,19.8574224766,100.0,80.1425775234,..,..,..
2007,Guatemala,2007_Guatemala,1731.2,8714.4,8714400000.0,6983.2,2041.2,14511.5,12470.3,-310.0,-5797.1,-5487.1,19.8659689709,100.0,80.1340310291,14.0660855184,100.0,85.9339144816,..,..,..
2007, Guinea,2007_ Guinea,48.7,1251.9,1251900000.0,1203.2,295.14,1512.75,1217.61,-246.44,-260.85,-14.41,3.8900870677,100.0,96.1099129323,19.5101636093,100.0,80.4898363907,..,..,..
2007,Indonesia,2007_Indonesia,12487.4,130501.4,130501400000.0,118014.0,24328.4,109588.1,85259.7,-11841.0,20913.3,32754.3,9.5687862352,100.0,90.4312137648,22.1998556413,100.0,77.8001443587,..,..,..
2007,Iraq,2007_Iraq,867.9,40454.9,40454900000.0,39587.0,4865.6,21488.1,16622.5,-3997.7,18966.8,22964.5,2.1453519846,100.0,97.8546480154,22.6432304392,100.0,77.3567695608,..,..,..
2007,Kazakhstan,2007_Kazakhstan,3564.33,51915.43,51915430000.0,48351.1,11729.8,44990.0,33260.2,-8165.47,6925.43,15090.9,6.8656466873,100.0,93.1343533127,26.0720160036,100.0,73.9279839964,..,..,..
2007,Kyrgyzstan,2007_Kyrgyzstan,684.767,2022.607,2022607000.0,1337.84,604.492,3218.112,2613.62,80.275,-1195.505,-1275.78,33.8556625187,100.0,66.1443374813,18.784057236,100.0,81.215942764,..,..,..
2007,Liberia,2007_Liberia,346.173,542.372,542372000.0,196.199,1248.82,1747.309,498.489,-902.647,-1204.937,-302.29,63.8257505918,100.0,36.1742494082,71.4710449039,100.0,28.5289550961,..,..,..
2007,Madagascar,2007_Madagascar,1031.92,2269.60243102,2269602431.02,1237.68243102,1213.88,3453.67804763,2239.79804763,-181.96,-1184.07561661,-1002.11561661,45.46699395,100.0,54.53300605,35.1474568057,100.0,64.8525431943,..,..,..
2007,Mali,2007_Mali,376.673,1932.923,1932923000.0,1556.25,776.563,2622.553,1845.99,-399.89,-689.63,-289.74,19.4872222018,100.0,80.5127777982,29.6109554316,100.0,70.3890445684,..,..,..
2007,Mauritania,2007_Mauritania,84.2,1486.0,1486000000.0,1401.8,511.8,2107.3,1595.5,-427.6,-621.3,-193.7,5.666218035,100.0,94.333781965,24.2870023253,100.0,75.7129976747,..,..,..
2007,Mongolia,2007_Mongolia,581.837,2532.547,2532547000.0,1950.71,472.414,2475.514,2003.1,109.423,57.033,-52.39,22.974381127,100.0,77.025618873,19.0834711498,100.0,80.9165288502,..,..,..
2007,Mozambique,2007_Mozambique,458.729,2870.849,2870849000.0,2412.12,855.556,3666.686,2811.13,-396.827,-795.837,-399.01,15.9788620021,100.0,84.0211379979,23.3332224248,100.0,76.6667775752,..,..,..
2007,Niger,2007_Niger,84.633,747.919,747919000.0,663.286,369.375,1284.01,914.635,-284.742,-536.091,-251.349,11.3157975663,100.0,88.6842024337,28.7672993201,100.0,71.2327006799,..,..,..
2007,Nigeria,2007_Nigeria,1442.89,67482.49,67482490000.00001,66039.6,18345.2,46636.4,28291.2,-16902.31,20846.09,37748.4,2.1381694718,100.0,97.8618305282,39.336655488,100.0,60.663344512,..,..,..
2007,Norway,2007_Norway,40398.896054,176760.919505,176760919505.0,136362.023451,39537.879312,117866.584442,78328.70513,861.016742,58894.335063,58033.318321,22.8551063024,100.0,77.1448936976,33.5446042652,100.0,66.4553957348,..,..,..
2007,Peru,2007_Peru,3152.09,31246.09,31246090000.0,28094.0,4344.07,23934.57,19590.5,-1191.98,7311.52,8503.5,10.0879502043,100.0,89.9120497957,18.1497724839,100.0,81.8502275161,..,..,..
2007,Sierra Leone,2007_Sierra Leone,45.314,334.189,334189000.0,288.875,97.981,493.427,395.446,-52.667,-159.238,-106.571,13.5593930381,100.0,86.4406069619,19.8572433207,100.0,80.1427566793,..,..,..
2007,Timor-Leste,2007_Timor-Leste,62.511,69.159,69159000.0,6.648,325.259,500.924,175.665,-262.748,-431.765,-169.017,90.3873682384,100.0,9.6126317616,64.9318060225,100.0,35.0681939775,..,..,..
2007,Togo,2007_Togo,236.017,912.911,912911000.0,676.894,305.454,1377.434,1071.98,-69.437,-464.523,-395.086,25.8532321333,100.0,74.1467678667,22.1755815524,100.0,77.8244184476,..,..,..
2007,Trinidad and Tobago,2007_Trinidad and Tobago,923.8,14139.0,14139000000.0,13215.2,377.4,8063.9,7686.5,546.4,6075.1,5528.7,6.5337011104,100.0,93.4662988896,4.680117561,100.0,95.319882439,..,..,..
2007,Tanzania,2007_Tanzania,1875.74,4102.3,4102300000.0,2226.56,1413.68,6274.32,4860.64,462.06,-2172.02,-2634.08,45.7241059893,100.0,54.2758940107,22.531206569,100.0,77.468793431,..,..,..
2007,Yemen,2007_Yemen,723.772,7773.282,7773282000.0,7049.51,1867.06,9357.34,7490.28,-1143.288,-1584.058,-440.77,9.3110220368,100.0,90.6889779632,19.9528925955,100.0,80.0471074045,..,..,..
2007,Zambia,2007_Zambia,273.36,4783.12,4783120000.0,4509.76,914.77,4525.32,3610.55,-641.41,257.8,899.21,5.715098095,100.0,94.284901905,20.2144820698,100.0,79.7855179302,..,..,..
2008,Afghanistan,2008_Afghanistan,-,..,..,2465.0,-,-,8945.0,-,-,-6480.0,-,-,95.8562117936,-,-,99.0424603719,..,..,..
2008,Albania,2008_Albania,2477.83,3833.33,3833330000.0,1355.5,2379.09,7285.94,4906.85,98.74,-3452.61,-3551.35,64.6390996862,100.0,35.3609003138,32.6531648627,100.0,67.3468351373,..,..,..
2008,Azerbaijan,2008_Azerbaijan,1547.9,32134.2,32134200000.0,30586.3,3891.16,11465.84,7574.68,-2343.26,20668.36,23011.62,4.8169862639,100.0,95.1830137361,33.9369815033,100.0,66.0630184967,..,..,..
2008,Burkina Faso,2008_Burkina Faso,132.234,983.937,983937000.0,851.703,604.698,2352.688,1747.99,-472.464,-1368.751,-896.287,13.4392750755,100.0,86.5607249245,25.7024305815,100.0,74.2975694185,..,..,..
2008, Cameroon,2008_ Cameroon,1483.65,7373.66,7373660000.0,5890.01,2668.3,8092.29,5423.99,-1184.65,-718.63,466.02,20.1209440088,100.0,79.8790559912,32.9733610634,100.0,67.0266389366,..,..,..
2008,Central African Republic,2008_Central African Republic,67.88669175,218.17532184,218175321.84,150.28863009,164.80387668,465.15782538,300.3539487,-96.91718493,-246.98250354,-150.06531861,31.1156601844,100.0,68.8843398156,35.4296687464,100.0,64.5703312536,..,..,..
2008, Chad,2008_ Chad,251.67204475,4420.00424291,4420004242.910001,4168.33219816,1867.55395763,3891.202644,2023.64868637,-1615.88191288,528.80159891,2144.68351179,5.6939321982,100.0,94.3060678018,47.994261119,100.0,52.005738881,..,..,..
2008,Republic of the Congo,2008_Republic of the Congo,371.81362423,8696.19588883,8696195888.83,8324.3822646,3570.52735007,6623.41867553,3052.89132546,-3198.71372584,2072.7772133,5271.49093914,4.2755893379,100.0,95.7244106621,53.9076196898,100.0,46.0923803102,..,..,..
2008,Democratic Republic of Congo,2008_Democratic Republic of Congo,703.1083205,7572.88954764,7572889547.64,6869.78122714,2097.0347673,8822.8544609,6725.8196936,-1393.9264468,-1249.96491326,143.96153354,9.2845447709,100.0,90.7154552291,23.7682121653,100.0,76.2317878347,..,..,..
2008, Equatorial Guinea,2008_ Equatorial Guinea,57.61436339,15748.37261754,15748372617.54,15690.75825415,1683.99191612,5470.90809615,3786.91618003,-1626.37755273,10277.46452139,11903.84207412,0.3658432829,100.0,99.6341567171,30.7808481979,100.0,69.2191518021,..,..,..
2008, Gabon,2008_ Gabon,-,..,..,9566.88737285,-,-,2098.68134567,-,-,7468.20602718,-,-,98.0051700868,-,-,56.2552376391,..,..,..
2008,Ghana,2008_Ghana,1800.9,7070.63,7070630000.0,5269.73,2298.06,12566.56,10268.5,-497.16,-5495.93,-4998.77,25.4701490532,100.0,74.5298509468,18.2871048242,100.0,81.7128951758,..,..,..
2008,Guatemala,2008_Guatemala,1872.9,9719.3,9719300000.0,7846.4,2149.0,15570.2,13421.2,-276.1,-5850.9,-5574.8,19.269906269,100.0,80.730093731,13.8020063968,100.0,86.1979936032,..,..,..
2008, Guinea,2008_ Guinea,102.9,1444.91,1444910000.0,1342.01,444.33,1810.4,1366.07,-341.43,-365.49,-24.06,7.1215508232,100.0,92.8784491768,24.5431948741,100.0,75.4568051259,..,..,..
2008,Indonesia,2008_Indonesia,15246.5,154852.5,154852500000.0,139606.0,28245.1,144935.1,116690.0,-12998.6,9917.4,22916.0,9.8458210232,100.0,90.1541789768,19.488101916,100.0,80.511898084,..,..,..
2008,Iraq,2008_Iraq,1496.4,65222.4,65222400000.0,63726.0,7572.0,37333.4,29761.4,-6075.6,27889.0,33964.6,2.2943037975,100.0,97.7056962025,20.2821066391,100.0,79.7178933609,..,..,..
2008,Kazakhstan,2008_Kazakhstan,4425.59,76396.39,76396390000.0,71970.8,11119.2,49571.2,38452.0,-6693.61,26825.19,33518.8,5.7929307916,100.0,94.2070692084,22.4307662514,100.0,77.5692337486,..,..,..
2008,Kyrgyzstan,2008_Kyrgyzstan,896.069,2770.439,2770439000.0,1874.37,992.853,4746.383,3753.53,-96.784,-1975.944,-1879.16,32.3439353835,100.0,67.6560646165,20.9180970014,100.0,79.0819029986,..,..,..
2008,Liberia,2008_Liberia,509.606,758.57,758570000.0,248.964,1411.14,2139.936,728.796,-901.534,-1381.366,-479.832,67.1798251974,100.0,32.8201748026,65.9430936252,100.0,34.0569063748,..,..,..
2008,Madagascar,2008_Madagascar,1226.45,2536.19692595,2536196925.9500003,1309.74692595,1493.34,4706.95237544,3213.61237544,-266.89,-2170.75544949,-1903.86544949,48.357837968,100.0,51.642162032,31.7262610897,100.0,68.2737389103,..,..,..
2008,Mali,2008_Mali,454.3,2551.48,2551480000.0,2097.18,1024.25,3757.14,2732.89,-569.95,-1205.66,-635.71,17.8053521877,100.0,82.1946478123,27.2614275752,100.0,72.7385724248,..,..,..
2008,Mauritania,2008_Mauritania,138.0,1925.6,1925600000.0,1787.6,768.9,2710.1,1941.2,-630.9,-784.5,-153.6,7.1665974242,100.0,92.8334025758,28.3716468027,100.0,71.6283531973,..,..,..
2008,Mongolia,2008_Mongolia,499.397,3028.517,3028517000.0,2529.12,610.231,3766.571,3156.34,-110.834,-738.054,-627.22,16.489819935,100.0,83.510180065,16.2012344915,100.0,83.7987655085,..,..,..
2008,Mozambique,2008_Mozambique,554.965,3208.225,3208225000.0,2653.26,965.332,4608.752,3643.42,-410.367,-1400.527,-990.16,17.2981944845,100.0,82.7018055155,20.9456269289,100.0,79.0543730711,..,..,..
2008,Niger,2008_Niger,130.838,1043.132,1043132000.0000001,912.294,600.935,1950.635,1349.7,-470.097,-907.503,-437.406,12.5428037871,100.0,87.4571962129,30.8071474161,100.0,69.1928525839,..,..,..
2008,Nigeria,2008_Nigeria,2263.75,87993.05,87993050000.0,85729.3,24376.7,64220.8,39844.1,-22112.95,23772.25,45885.2,2.5726463624,100.0,97.4273536376,37.9576398924,100.0,62.0423601076,..,..,..
2008,Norway,2008_Norway,44847.872129,216594.889079,216594889079.0,171747.01695,44569.858577,130939.122017,86369.26344,278.013552,85655.767062,85377.75351,20.7058773731,100.0,79.2941226269,34.0386111427,100.0,65.9613888573,..,..,..
2008,Peru,2008_Peru,3648.79,34667.29,34667290000.0,31018.5,5704.4,34153.6,28449.2,-2055.61,513.69,2569.3,10.5251665186,100.0,89.4748334814,16.7021924482,100.0,83.2978075518,..,..,..
2008,Sierra Leone,2008_Sierra Leone,61.401,334.931,334931000.0,273.53,125.427,596.639,471.212,-64.026,-261.708,-197.682,18.3324326503,100.0,81.6675673497,21.0222596914,100.0,78.9777403086,..,..,..
2008,Timor-Leste,2008_Timor-Leste,44.083,58.144,58144000.0,14.061,489.922,800.86,310.938,-445.839,-742.716,-296.877,75.8169372592,100.0,24.1830627408,61.174487426,100.0,38.825512574,..,..,..
2008,Togo,2008_Togo,283.083,1135.691,1135691000.0,852.608,359.174,1666.424,1307.25,-76.091,-530.733,-454.642,24.9260582324,100.0,75.0739417676,21.553578201,100.0,78.446421799,..,..,..
2008,Trinidad and Tobago,2008_Trinidad and Tobago,935.7,19582.8,19582800000.0,18647.1,326.0,9902.7,9576.7,609.7,9680.1,9070.4,4.7781726821,100.0,95.2218273179,3.2920314662,100.0,96.7079685338,..,..,..
2008,Tanzania,2008_Tanzania,1998.76,5577.56,5577560000.0,3578.8,1648.88,8661.19,7012.31,349.88,-3083.63,-3433.51,35.8357417939,100.0,64.1642582061,19.0375687406,100.0,80.9624312594,..,..,..
2008,Yemen,2008_Yemen,1205.39,10182.25,10182250000.0,8976.86,2347.6,11681.36,9333.76,-1142.21,-1499.11,-356.9,11.8381497213,100.0,88.1618502787,20.0969750098,100.0,79.9030249902,..,..,..
2008,Zambia,2008_Zambia,299.56,5261.21,5261210000.0,4961.65,906.48,5460.73,4554.25,-606.92,-199.52,407.4,5.6937472559,100.0,94.3062527441,16.5999783912,100.0,83.4000216088,..,..,..
2009,Afghanistan,2009_Afghanistan,1893.774,4410.774,4410774000.0,2517.0,830.749,9702.749,8872.0,1063.025,-5291.975,-6355.0,42.9351855253,100.0,57.0648144747,8.561996193,100.0,91.438003807,..,..,..
2009,Albania,2009_Albania,2484.44,3533.29,3533290000.0,1048.85,2232.85,6500.18,4267.33,251.59,-2966.89,-3218.48,70.3152019789,100.0,29.6847980211,34.3505872145,100.0,65.6494127855,..,..,..
2009,Azerbaijan,2009_Azerbaijan,1778.856,22875.714,22875714000.0,21096.858,3389.454,9903.334,6513.88,-1610.598,12972.38,14582.978,7.7761769534,100.0,92.2238230466,34.2253830882,100.0,65.7746169118,..,..,..
2009,Burkina Faso,2009_Burkina Faso,152.586,1053.019,1053019000.0,900.433,559.37,1941.81,1382.44,-406.784,-888.791,-482.007,14.4903368315,100.0,85.5096631685,28.8066288669,100.0,71.1933711331,..,..,..
2009, Cameroon,2009_ Cameroon,1248.91,5418.78,5418780000.0,4169.87,1779.92,6338.95,4559.03,-531.01,-920.17,-389.16,23.0478078091,100.0,76.9521921909,28.0790982734,100.0,71.9209017266,..,..,..
2009,Central African Republic,2009_Central African Republic,64.80497092,188.69682709,188696827.09,123.89185617,156.08256068,426.95039665,270.86783597,-91.27758976,-238.25356956,-146.9759798,34.3434343435,100.0,65.6565656565,36.5575396825,100.0,63.4424603175,..,..,..
2009, Chad,2009_ Chad,457.23507261,3252.10827935,3252108279.35,2794.87320674,1880.8266234,3884.27441727,2003.44779387,-1423.59155079,-632.16613792,791.42541287,14.0596509505,100.0,85.9403490495,48.421569162,100.0,51.578430838,..,..,..
2009,Republic of the Congo,2009_Republic of the Congo,378.24077799,6450.84775913,6450847759.13,6072.60698114,3213.35236538,6109.24508562,2895.89272024,-2835.11158739,341.60267351,3176.7142609,5.8634274457,100.0,94.1365725543,52.5981904531,100.0,47.4018095469,..,..,..
2009,Democratic Republic of Congo,2009_Democratic Republic of Congo,541.45540095,4912.48808898,4912488088.98,4371.03268803,1782.78267093,6731.82646259,4949.04379166,-1241.32726998,-1819.33837361,-578.01110363,11.022019619,100.0,88.977980381,26.482897039,100.0,73.517102961,..,..,..
2009, Equatorial Guinea,2009_ Equatorial Guinea,49.76852342,10126.94150186,10126941501.859999,10077.17297844,2091.97223128,7366.58859008,5274.6163588,-2042.20370786,2760.35291178,4802.55661964,0.4914467355,100.0,99.5085532645,28.3981140754,100.0,71.6018859246,..,..,..
2009, Gabon,2009_ Gabon,-,..,..,5825.67039259,-,-,1664.81005366,-,-,4160.86033893,-,-,97.1293386533,-,-,56.5498884972,..,..,..
2009,Ghana,2009_Ghana,1769.71,7609.41,7609410000.0,5839.7,2943.12,10989.38,8046.26,-1173.41,-3379.97,-2206.56,23.2568622272,100.0,76.7431377728,26.7814926775,100.0,73.2185073225,..,..,..
2009,Guatemala,2009_Guatemala,2088.372256,9383.252256,9383252256.0,7294.88,2024.253,12667.353,10643.1,64.119256,-3284.100744,-3348.22,22.2563797607,100.0,77.7436202393,15.9800788689,100.0,84.0199211311,..,..,..
2009, Guinea,2009_ Guinea,72.24,1121.96,1121960000.0,1049.72,330.71,1390.8,1060.09,-258.47,-268.84,-10.37,6.4387322186,100.0,93.5612677814,23.7784009203,100.0,76.2215990797,..,..,..
2009,Indonesia,2009_Indonesia,13155.5,133155.5,133155500000.0,120000.0,22896.1,111610.2,88714.1,-9740.6,21545.3,31285.9,9.8798021862,100.0,90.1201978138,20.5143436711,100.0,79.4856563289,..,..,..
2009,Iraq,2009_Iraq,2193.4,41622.7,41622700000.0,39429.3,8563.1,43847.9,35284.8,-6369.7,-2225.2,4144.5,5.2697206092,100.0,94.7302793908,19.5290994552,100.0,80.4709005448,..,..,..
2009,Kazakhstan,2009_Kazakhstan,4095.94781,48027.08,48027080000.0,43931.13219,10018.3369,38983.6,28965.2631,-5922.38909,9043.48,14965.86909,8.5284131577,100.0,91.4715868423,25.6988500292,100.0,74.3011499708,..,..,..
2009,Kyrgyzstan,2009_Kyrgyzstan,862.63,2556.466,2556466000.0,1693.836,862.384,3675.994,2813.61,0.246,-1119.528,-1119.774,33.7430656226,100.0,66.2569343774,23.4598859519,100.0,76.5401140481,..,..,..
2009,Liberia,2009_Liberia,274.101,454.073,454073000.0,179.972,1145.17,1704.17,559.0,-871.069,-1250.097,-379.028,60.3649633429,100.0,39.6350366571,67.19810817,100.0,32.80189183,..,..,..
